,NOC,Year,Sport,isHoster,Bronze,Gold,No medal,Silver
15492,LTU,2016,Athletics,0,0,0,9,0
15493,LTU,2016,Basketball,0,0,0,1,0
15494,LTU,2016,Boxing,0,0,0,2,0
15495,LTU,2016,Canoeing,0,2,0,5,0
15496,LTU,2016,Cycling,0,0,0,5,0
15497,LTU,2016,Gymnastics,0,0,0,7,0
15498,LTU,2016,Judo,0,0,0,1,0
15499,LTU,2016,Modern Pentathlon,0,0,0,2,0
15500,LTU,2016,Rowing,0,1,0,3,1
15501,LTU,2016,Sailing,0,0,0,2,0
15502,LTU,2016,Shooting,0,0,0,1,0
15503,LTU,2016,Swimming,0,0,0,8,0
15504,LTU,2016,Tennis,0,0,0,1,0
15505,LTU,2016,Weightlifting,0,1,0,0,0
15506,LTU,2016,Wrestling,0,0,0,2,0
15507,LTU,2020,Artistic Gymnastics,0,0,0,7,0
15508,LTU,2020,Athletics,0,0,0,11,0
15509,LTU,2020,Canoe Sprint,0,0,0,1,0
15510,LTU,2020,Cycling Road,0,0,0,2,0
15511,LTU,2020,Cycling Track,0,0,0,4,0
15512,LTU,2020,Judo,0,0,0,1,0
15513,LTU,2020,Modern Pentathlon,0,0,0,2,1
15514,LTU,2020,Rowing,0,0,0,4,0
15515,LTU,2020,Sailing,0,0,0,2,0
15516,LTU,2020,Shooting,0,0,0,2,0
15517,LTU,2020,Swimming,0,0,0,8,0
15518,LTU,2020,Weightlifting,0,0,0,1,0
15519,LTU,2020,Wrestling,0,0,0,1,0
15520,LTU,2024,3x3 Basketball,0,1,0,0,0
15521,LTU,2024,Artistic Gymnastics,0,0,0,3,0
15522,LTU,2024,Athletics,0,0,0,8,1
15523,LTU,2024,Beach Volleyball,0,0,0,1,0
15524,LTU,2024,Breaking,0,0,0,0,1
15525,LTU,2024,Canoe Sprint,0,0,0,3,0
15526,LTU,2024,Cycling Road,0,0,0,1,0
15527,LTU,2024,Cycling Track,0,0,0,3,0
15528,LTU,2024,Equestrian,0,0,0,2,0
15529,LTU,2024,Modern Pentathlon,0,0,0,1,0
15530,LTU,2024,Rowing,0,1,0,4,0
15531,LTU,2024,Sailing,0,0,0,2,0
15532,LTU,2024,Swimming,0,0,0,9,0
15533,LTU,2024,Wrestling,0,0,0,3,0
15534,LUX,1900,Athletics,0,0,1,0,0
15535,LUX,1912,Athletics,0,0,0,3,0
15536,LUX,1912,Gymnastics,0,0,0,3,0
15537,LUX,1920,Athletics,0,0,0,8,0
15538,LUX,1920,Cycling,0,0,0,2,0
15539,LUX,1920,Football,0,0,0,1,0
15540,LUX,1920,Swimming,0,0,0,2,0
15541,LUX,1920,Weightlifting,0,0,0,2,1
15542,LUX,1920,Wrestling,0,0,0,3,0
15543,LUX,1924,Art Competitions,0,0,1,2,1
15544,LUX,1924,Athletics,0,0,0,5,0
15545,LUX,1924,Boxing,0,0,0,4,0
15546,LUX,1924,Cycling,0,0,0,4,0
15547,LUX,1924,Football,0,0,0,1,0
15548,LUX,1924,Gymnastics,0,0,0,9,0
15549,LUX,1924,Swimming,0,0,0,3,0
15550,LUX,1924,Tennis,0,0,0,1,0
15551,LUX,1924,Weightlifting,0,0,0,4,0
15552,LUX,1924,Wrestling,0,0,0,3,0
15553,LUX,1928,Art Competitions,0,0,2,3,0
15554,LUX,1928,Athletics,0,0,0,4,0
15555,LUX,1928,Boxing,0,0,0,5,0
15556,LUX,1928,Cycling,0,0,0,3,0
15557,LUX,1928,Football,0,0,0,1,0
15558,LUX,1928,Gymnastics,0,0,0,7,0
15559,LUX,1928,Swimming,0,0,0,3,0
15560,LUX,1928,Water Polo,0,0,0,1,0
15561,LUX,1928,Weightlifting,0,0,0,3,0
15562,LUX,1928,Wrestling,0,0,0,4,0
15563,LUX,1932,Art Competitions,0,0,0,4,0
15564,LUX,1936,Art Competitions,0,0,0,6,0
15565,LUX,1936,Athletics,0,0,0,8,0
15566,LUX,1936,Boxing,0,0,0,5,0
15567,LUX,1936,Canoeing,0,0,0,5,0
15568,LUX,1936,Cycling,0,0,0,3,0
15569,LUX,1936,Football,0,0,0,1,0
15570,LUX,1936,Gymnastics,0,0,0,8,0
15571,LUX,1936,Swimming,0,0,0,2,0
15572,LUX,1936,Weightlifting,0,0,0,2,0
15573,LUX,1936,Wrestling,0,0,0,2,0
15574,LUX,1948,Athletics,0,0,0,8,0
15575,LUX,1948,Boxing,0,0,0,4,0
15576,LUX,1948,Canoeing,0,0,0,4,0
15577,LUX,1948,Cycling,0,0,0,3,0
15578,LUX,1948,Fencing,0,0,0,4,0
15579,LUX,1948,Football,0,0,0,1,0
15580,LUX,1948,Gymnastics,0,0,0,8,0
15581,LUX,1948,Wrestling,0,0,0,3,0
15582,LUX,1952,Athletics,0,0,1,6,0
15583,LUX,1952,Boxing,0,0,0,4,0
15584,LUX,1952,Canoeing,0,0,0,4,0
15585,LUX,1952,Cycling,0,0,0,3,0
15586,LUX,1952,Fencing,0,0,0,3,0
15587,LUX,1952,Football,0,0,0,1,0
15588,LUX,1952,Gymnastics,0,0,0,8,0
15589,LUX,1952,Swimming,0,0,0,1,0
15590,LUX,1952,Wrestling,0,0,0,4,0
15591,LUX,1956,Athletics,0,0,0,5,0
15592,LUX,1956,Cycling,0,0,0,2,0
15593,LUX,1956,Fencing,0,0,0,4,0
15594,LUX,1956,Gymnastics,0,0,0,12,0
15595,LUX,1956,Swimming,0,0,0,1,0
15596,LUX,1960,Athletics,0,0,0,7,0
15597,LUX,1960,Boxing,0,0,0,5,0
15598,LUX,1960,Canoeing,0,0,0,3,0
15599,LUX,1960,Cycling,0,0,0,3,0
15600,LUX,1960,Fencing,0,0,0,5,0
15601,LUX,1960,Gymnastics,0,0,0,13,0
15602,LUX,1960,Shooting,0,0,0,6,0
15603,LUX,1960,Swimming,0,0,0,4,0
15604,LUX,1960,Weightlifting,0,0,0,2,0
15605,LUX,1960,Wrestling,0,0,0,5,0
15606,LUX,1964,Athletics,0,0,0,5,0
15607,LUX,1964,Cycling,0,0,0,2,0
15608,LUX,1964,Fencing,0,0,0,2,0
15609,LUX,1964,Gymnastics,0,0,0,7,0
15610,LUX,1964,Shooting,0,0,0,4,0
15611,LUX,1964,Swimming,0,0,0,1,0
15612,LUX,1964,Wrestling,0,0,0,2,0
15613,LUX,1968,Athletics,0,0,0,2,0
15614,LUX,1968,Cycling,0,0,0,2,0
15615,LUX,1968,Fencing,0,0,0,2,0
15616,LUX,1968,Shooting,0,0,0,2,0
15617,LUX,1968,Swimming,0,0,0,2,0
15618,LUX,1972,Archery,0,0,0,2,0
15619,LUX,1972,Athletics,0,0,0,2,0
15620,LUX,1972,Cycling,0,0,0,2,0
15621,LUX,1972,Fencing,0,0,0,3,0
15622,LUX,1972,Shooting,0,0,0,2,0
15623,LUX,1976,Athletics,0,0,0,4,0
15624,LUX,1976,Cycling,0,0,0,2,0
15625,LUX,1976,Fencing,0,0,0,2,0
15626,LUX,1976,Shooting,0,0,0,2,0
15627,LUX,1980,Archery,0,0,0,1,0
15628,LUX,1980,Athletics,0,0,0,1,0
15629,LUX,1980,Shooting,0,0,0,4,0
15630,LUX,1984,Archery,0,0,0,2,0
15631,LUX,1984,Athletics,0,0,0,1,0
15632,LUX,1984,Shooting,0,0,0,3,0
15633,LUX,1988,Archery,0,0,0,1,0
15634,LUX,1988,Athletics,0,0,0,3,0
15635,LUX,1988,Shooting,0,0,0,5,0
15636,LUX,1988,Swimming,0,0,0,5,0
15637,LUX,1992,Archery,0,0,0,1,0
15638,LUX,1992,Judo,0,0,0,1,0
15639,LUX,1992,Shooting,0,0,0,4,0
15640,LUX,1992,Swimming,0,0,0,3,0
15641,LUX,1996,Athletics,0,0,0,1,0
15642,LUX,1996,Fencing,0,0,0,2,0
15643,LUX,1996,Judo,0,0,0,1,0
15644,LUX,1996,Shooting,0,0,0,4,0
15645,LUX,1996,Tennis,0,0,0,1,0
15646,LUX,2000,Swimming,0,0,0,4,0
15647,LUX,2000,Table Tennis,0,0,0,2,0
15648,LUX,2000,Tennis,0,0,0,1,0
15649,LUX,2000,Triathlon,0,0,0,1,0
15650,LUX,2004,Archery,0,0,0,1,0
15651,LUX,2004,Athletics,0,0,0,1,0
15652,LUX,2004,Cycling,0,0,0,3,0
15653,LUX,2004,Swimming,0,0,0,3,0
15654,LUX,2004,Tennis,0,0,0,2,0
15655,LUX,2004,Triathlon,0,0,0,1,0
15656,LUX,2008,Cycling,0,0,0,3,0
15657,LUX,2008,Gymnastics,0,0,0,6,0
15658,LUX,2008,Judo,0,0,0,1,0
15659,LUX,2008,Sailing,0,0,0,1,0
15660,LUX,2008,Swimming,0,0,0,4,0
15661,LUX,2008,Table Tennis,0,0,0,1,0
15662,LUX,2008,Triathlon,0,0,0,2,0
15663,LUX,2012,Archery,0,0,0,1,0
15664,LUX,2012,Cycling,0,0,0,3,0
15665,LUX,2012,Judo,0,0,0,1,0
15666,LUX,2012,Shooting,0,0,0,2,0
15667,LUX,2012,Swimming,0,0,0,4,0
15668,LUX,2012,Table Tennis,0,0,0,1,0
15669,LUX,2012,Tennis,0,0,0,1,0
15670,LUX,2016,Athletics,0,0,0,2,0
15671,LUX,2016,Cycling,0,0,0,4,0
15672,LUX,2016,Swimming,0,0,0,7,0
15673,LUX,2016,Table Tennis,0,0,0,1,0
15674,LUX,2016,Tennis,0,0,0,1,0
15675,LUX,2020,Archery,0,0,0,1,0
15676,LUX,2020,Athletics,0,0,0,2,0
15677,LUX,2020,Cycling Road,0,0,0,3,0
15678,LUX,2020,Equestrian,0,0,0,1,0
15679,LUX,2020,Swimming,0,0,0,3,0
15680,LUX,2020,Table Tennis,0,0,0,1,0
15681,LUX,2020,Triathlon,0,0,0,1,0
15682,LUX,2024,Archery,0,0,0,1,0
15683,LUX,2024,Athletics,0,0,0,4,0
15684,LUX,2024,Cycling Road,0,0,0,2,0
15685,LUX,2024,Equestrian,0,0,0,1,0
15686,LUX,2024,Swimming,0,0,0,1,0
15687,LUX,2024,Table Tennis,0,0,0,2,0
15688,LUX,2024,Triathlon,0,0,0,1,0
15689,MAD,1964,Athletics,0,0,0,4,0
15690,MAD,1968,Athletics,0,0,0,5,0
15691,MAD,1968,Cycling,0,0,0,2,0
15692,MAD,1972,Athletics,0,0,0,6,0
15693,MAD,1972,Judo,0,0,0,4,0
15694,MAD,1980,Athletics,0,0,0,6,0
15695,MAD,1980,Boxing,0,0,0,3,0
15696,MAD,1980,Judo,0,0,0,2,0
15697,MAD,1980,Swimming,0,0,0,7,0
15698,MAD,1984,Athletics,0,0,0,2,0
15699,MAD,1984,Boxing,0,0,0,3,0
15700,MAD,1992,Athletics,0,0,0,6,0
15701,MAD,1992,Boxing,0,0,0,2,0
15702,MAD,1992,Judo,0,0,0,2,0
15703,MAD,1992,Swimming,0,0,0,2,0
15704,MAD,1992,Tennis,0,0,0,2,0
15705,MAD,1992,Weightlifting,0,0,0,1,0
15706,MAD,1996,Athletics,0,0,0,5,0
15707,MAD,1996,Boxing,0,0,0,1,0
15708,MAD,1996,Swimming,0,0,0,2,0
15709,MAD,1996,Tennis,0,0,0,2,0
15710,MAD,2000,Athletics,0,0,0,6,0
15711,MAD,2000,Boxing,0,0,0,1,0
15712,MAD,2000,Judo,0,0,0,1,0
15713,MAD,2000,Swimming,0,0,0,2,0
15714,MAD,2004,Athletics,0,0,0,3,0
15715,MAD,2004,Boxing,0,0,0,1,0
15716,MAD,2004,Judo,0,0,0,1,0
15717,MAD,2004,Swimming,0,0,0,2,0
15718,MAD,2004,Tennis,0,0,0,1,0
15719,MAD,2008,Athletics,0,0,0,2,0
15720,MAD,2008,Boxing,0,0,0,1,0
15721,MAD,2008,Judo,0,0,0,1,0
15722,MAD,2008,Swimming,0,0,0,2,0
15723,MAD,2012,Athletics,0,0,0,2,0
15724,MAD,2012,Judo,0,0,0,1,0
15725,MAD,2012,Swimming,0,0,0,2,0
15726,MAD,2012,Weightlifting,0,0,0,1,0
15727,MAD,2012,Wrestling,0,0,0,2,0
15728,MAD,2016,Athletics,0,0,0,2,0
15729,MAD,2016,Judo,0,0,0,1,0
15730,MAD,2016,Swimming,0,0,0,2,0
15731,MAD,2016,Weightlifting,0,0,0,1,0
15732,MAD,2020,Athletics,0,0,0,1,0
15733,MAD,2020,Judo,0,0,0,1,0
15734,MAD,2020,Swimming,0,0,0,2,0
15735,MAD,2020,Weightlifting,0,0,0,2,0
15736,MAD,2024,Athletics,0,0,0,2,0
15737,MAD,2024,Judo,0,0,0,1,0
15738,MAD,2024,Swimming,0,0,0,2,0
15739,MAD,2024,Table Tennis,0,0,0,1,0
15740,MAD,2024,Weightlifting,0,0,0,1,0
15741,MAL,1956,Athletics,0,0,0,5,0
15742,MAL,1956,Hockey,0,0,0,1,0
15743,MAL,1956,Shooting,0,0,0,3,0
15744,MAL,1956,Swimming,0,0,0,2,0
15745,MAL,1956,Weightlifting,0,0,0,3,0
15746,MAL,1960,Athletics,0,0,0,4,0
15747,MAL,1960,Shooting,0,0,0,4,0
15748,MAL,1960,Swimming,0,0,0,3,0
15749,MAL,1960,Weightlifting,0,0,0,2,0
15750,MAR,1960,Athletics,0,0,0,8,1
15751,MAR,1960,Boxing,0,0,0,7,0
15752,MAR,1960,Cycling,0,0,0,3,0
15753,MAR,1960,Fencing,0,0,0,5,0
15754,MAR,1960,Gymnastics,0,0,0,8,0
15755,MAR,1960,Modern Pentathlon,0,0,0,1,0
15756,MAR,1960,Sailing,0,0,0,1,0
15757,MAR,1960,Shooting,0,0,0,7,0
15758,MAR,1960,Weightlifting,0,0,0,3,0
15759,MAR,1960,Wrestling,0,0,0,6,0
15760,MAR,1964,Athletics,0,0,0,5,0
15761,MAR,1964,Boxing,0,0,0,2,0
15762,MAR,1964,Football,0,0,0,1,0
15763,MAR,1964,Weightlifting,0,0,0,2,0
15764,MAR,1968,Athletics,0,0,0,4,0
15765,MAR,1968,Basketball,0,0,0,1,0
15766,MAR,1968,Boxing,0,0,0,5,0
15767,MAR,1968,Wrestling,0,0,0,5,0
15768,MAR,1972,Athletics,0,0,0,8,0
15769,MAR,1972,Boxing,0,0,0,3,0
15770,MAR,1972,Football,0,0,0,1,0
15771,MAR,1972,Judo,0,0,0,4,0
15772,MAR,1972,Wrestling,0,0,0,4,0
15773,MAR,1976,Boxing,0,0,0,5,0
15774,MAR,1976,Wrestling,0,0,0,5,0
15775,MAR,1984,Athletics,0,0,2,2,0
15776,MAR,1984,Boxing,0,0,0,4,0
15777,MAR,1984,Cycling,0,0,0,2,0
15778,MAR,1984,Football,0,0,0,1,0
15779,MAR,1984,Judo,0,0,0,3,0
15780,MAR,1984,Wrestling,0,0,0,6,0
15781,MAR,1988,Athletics,0,1,1,8,0
15782,MAR,1988,Boxing,0,1,0,6,0
15783,MAR,1988,Judo,0,0,0,4,0
15784,MAR,1988,Wrestling,0,0,0,6,0
15785,MAR,1992,Athletics,0,0,1,8,1
15786,MAR,1992,Boxing,0,1,0,6,0
15787,MAR,1992,Football,0,0,0,1,0
15788,MAR,1992,Table Tennis,0,0,0,1,0
15789,MAR,1992,Tennis,0,0,0,1,0
15790,MAR,1992,Weightlifting,0,0,0,1,0
15791,MAR,1992,Wrestling,0,0,0,5,0
15792,MAR,1996,Athletics,0,2,0,7,0
15793,MAR,1996,Boxing,0,0,0,6,0
15794,MAR,1996,Gymnastics,0,0,0,5,0
15795,MAR,1996,Judo,0,0,0,3,0
15796,MAR,1996,Tennis,0,0,0,1,0
15797,MAR,1996,Weightlifting,0,0,0,1,0
15798,MAR,1996,Wrestling,0,0,0,6,0
15799,MAR,2000,Athletics,0,3,0,12,1
15800,MAR,2000,Boxing,0,1,0,4,0
15801,MAR,2000,Canoeing,0,0,0,2,0
15802,MAR,2000,Football,0,0,0,1,0
15803,MAR,2000,Judo,0,0,0,2,0
15804,MAR,2000,Sailing,0,0,0,1,0
15805,MAR,2000,Swimming,0,0,0,1,0
15806,MAR,2000,Taekwondo,0,0,0,3,0
15807,MAR,2000,Tennis,0,0,0,1,0
15808,MAR,2004,Athletics,0,0,2,11,1
15809,MAR,2004,Boxing,0,0,0,7,0
15810,MAR,2004,Fencing,0,0,0,2,0
15811,MAR,2004,Football,0,0,0,1,0
15812,MAR,2004,Judo,0,0,0,2,0
15813,MAR,2004,Swimming,0,0,0,1,0
15814,MAR,2004,Taekwondo,0,0,0,3,0
15815,MAR,2004,Tennis,0,0,0,1,0
15816,MAR,2004,Weightlifting,0,0,0,1,0
15817,MAR,2008,Archery,0,0,0,1,0
15818,MAR,2008,Athletics,0,1,0,12,1
15819,MAR,2008,Boxing,0,0,0,10,0
15820,MAR,2008,Fencing,0,0,0,3,0
15821,MAR,2008,Judo,0,0,0,4,0
15822,MAR,2008,Swimming,0,0,0,2,0
15823,MAR,2008,Taekwondo,0,0,0,3,0
15824,MAR,2012,Athletics,0,1,0,12,0
15825,MAR,2012,Boxing,0,0,0,8,0
15826,MAR,2012,Canoeing,0,0,0,2,0
15827,MAR,2012,Cycling,0,0,0,3,0
15828,MAR,2012,Equestrianism,0,0,0,2,0
15829,MAR,2012,Fencing,0,0,0,3,0
15830,MAR,2012,Football,0,0,0,1,0
15831,MAR,2012,Judo,0,0,0,4,0
15832,MAR,2012,Shooting,0,0,0,1,0
15833,MAR,2012,Swimming,0,0,0,3,0
15834,MAR,2012,Taekwondo,0,0,0,3,0
15835,MAR,2012,Wrestling,0,0,0,3,0
15836,MAR,2016,Athletics,0,0,0,11,0
15837,MAR,2016,Boxing,0,1,0,6,0
15838,MAR,2016,Canoeing,0,0,0,2,0
15839,MAR,2016,Cycling,0,0,0,3,0
15840,MAR,2016,Equestrianism,0,0,0,2,0
15841,MAR,2016,Fencing,0,0,0,2,0
15842,MAR,2016,Golf,0,0,0,1,0
15843,MAR,2016,Judo,0,0,0,3,0
15844,MAR,2016,Shooting,0,0,0,2,0
15845,MAR,2016,Swimming,0,0,0,2,0
15846,MAR,2016,Taekwondo,0,0,0,3,0
15847,MAR,2016,Weightlifting,0,0,0,2,0
15848,MAR,2016,Wrestling,0,0,0,4,0
15849,MAR,2020,Athletics,0,0,1,8,0
15850,MAR,2020,Beach Volleyball,0,0,0,1,0
15851,MAR,2020,Boxing,0,0,0,6,0
15852,MAR,2020,Canoe Slalom,0,0,0,2,0
15853,MAR,2020,Cycling Road,0,0,0,1,0
15854,MAR,2020,Equestrian,0,0,0,3,0
15855,MAR,2020,Fencing,0,0,0,1,0
15856,MAR,2020,Golf,0,0,0,1,0
15857,MAR,2020,Judo,0,0,0,2,0
15858,MAR,2020,Karate,0,0,0,1,0
15859,MAR,2020,Rowing,0,0,0,1,0
15860,MAR,2020,Shooting,0,0,0,1,0
15861,MAR,2020,Surfing,0,0,0,1,0
15862,MAR,2020,Swimming,0,0,0,2,0
15863,MAR,2020,Taekwondo,0,0,0,3,0
15864,MAR,2020,Triathlon,0,0,0,1,0
15865,MAR,2020,Weightlifting,0,0,0,1,0
15866,MAR,2020,Wrestling,0,0,0,1,0
15867,MAR,2024,Athletics,0,0,1,7,0
15868,MAR,2024,Beach Volleyball,0,0,0,1,0
15869,MAR,2024,Boxing,0,0,0,3,0
15870,MAR,2024,Breaking,0,0,0,2,0
15871,MAR,2024,Canoe Slalom,0,0,0,2,0
15872,MAR,2024,Canoe Sprint,0,0,0,1,0
15873,MAR,2024,Cycling BMX Racing,0,0,0,1,0
15874,MAR,2024,Cycling Road,0,0,0,2,0
15875,MAR,2024,Equestrian,0,0,0,2,0
15876,MAR,2024,Fencing,0,0,0,2,0
15877,MAR,2024,Football,0,1,0,0,0
15878,MAR,2024,Golf,0,0,0,1,0
15879,MAR,2024,Judo,0,0,0,3,0
15880,MAR,2024,Rowing,0,0,0,1,0
15881,MAR,2024,Shooting,0,0,0,1,0
15882,MAR,2024,Skateboarding,0,0,0,1,0
15883,MAR,2024,Surfing,0,0,0,1,0
15884,MAR,2024,Swimming,0,0,0,2,0
15885,MAR,2024,Taekwondo,0,0,0,2,0
15886,MAR,2024,Triathlon,0,0,0,1,0
15887,MAR,2024,Wrestling,0,0,0,1,0
15888,MAS,1964,Athletics,0,0,0,11,0
15889,MAS,1964,Boxing,0,0,0,2,0
15890,MAS,1964,Cycling,0,0,0,7,0
15891,MAS,1964,Fencing,0,0,0,4,0
15892,MAS,1964,Hockey,0,0,0,1,0
15893,MAS,1964,Judo,0,0,0,1,0
15894,MAS,1964,Shooting,0,0,0,8,0
15895,MAS,1964,Swimming,0,0,0,12,0
15896,MAS,1964,Weightlifting,0,0,0,6,0
15897,MAS,1964,Wrestling,0,0,0,3,0
15898,MAS,1968,Athletics,0,0,0,10,0
15899,MAS,1968,Cycling,0,0,0,2,0
15900,MAS,1968,Hockey,0,0,0,1,0
15901,MAS,1968,Weightlifting,0,0,0,2,0
15902,MAS,1972,Athletics,0,0,0,7,0
15903,MAS,1972,Cycling,0,0,0,5,0
15904,MAS,1972,Football,0,0,0,1,0
15905,MAS,1972,Hockey,0,0,0,1,0
15906,MAS,1972,Shooting,0,0,0,3,0
15907,MAS,1972,Swimming,0,0,0,6,0
15908,MAS,1976,Athletics,0,0,0,4,0
15909,MAS,1976,Cycling,0,0,0,2,0
15910,MAS,1976,Hockey,0,0,0,1,0
15911,MAS,1976,Shooting,0,0,0,1,0
15912,MAS,1976,Swimming,0,0,0,2,0
15913,MAS,1984,Athletics,0,0,0,4,0
15914,MAS,1984,Cycling,0,0,0,2,0
15915,MAS,1984,Hockey,0,0,0,1,0
15916,MAS,1984,Shooting,0,0,0,2,0
15917,MAS,1984,Swimming,0,0,0,4,0
15918,MAS,1988,Athletics,0,0,0,2,0
15919,MAS,1988,Cycling,0,0,0,5,0
15920,MAS,1988,Shooting,0,0,0,1,0
15921,MAS,1988,Swimming,0,0,0,6,0
15922,MAS,1988,Table Tennis,0,0,0,2,0
15923,MAS,1992,Athletics,0,0,0,1,0
15924,MAS,1992,Badminton,0,1,0,2,0
15925,MAS,1992,Cycling,0,0,0,5,0
15926,MAS,1992,Hockey,0,0,0,1,0
15927,MAS,1992,Shooting,0,0,0,1,0
15928,MAS,1992,Swimming,0,0,0,3,0
15929,MAS,1996,Athletics,0,0,0,3,0
15930,MAS,1996,Badminton,0,1,0,3,1
15931,MAS,1996,Boxing,0,0,0,1,0
15932,MAS,1996,Canoeing,0,0,0,2,0
15933,MAS,1996,Hockey,0,0,0,1,0
15934,MAS,1996,Sailing,0,0,0,1,0
15935,MAS,1996,Shooting,0,0,0,1,0
15936,MAS,1996,Swimming,0,0,0,10,0
15937,MAS,2000,Athletics,0,0,0,2,0
15938,MAS,2000,Badminton,0,0,0,2,0
15939,MAS,2000,Diving,0,0,0,4,0
15940,MAS,2000,Gymnastics,0,0,0,2,0
15941,MAS,2000,Hockey,0,0,0,1,0
15942,MAS,2000,Sailing,0,0,0,1,0
15943,MAS,2000,Shooting,0,0,0,4,0
15944,MAS,2000,Swimming,0,0,0,17,0
15945,MAS,2000,Taekwondo,0,0,0,1,0
15946,MAS,2004,Archery,0,0,0,1,0
15947,MAS,2004,Athletics,0,0,0,2,0
15948,MAS,2004,Badminton,0,0,0,3,0
15949,MAS,2004,Cycling,0,0,0,2,0
15950,MAS,2004,Diving,0,0,0,3,0
15951,MAS,2004,Gymnastics,0,0,0,7,0
15952,MAS,2004,Sailing,0,0,0,1,0
15953,MAS,2004,Shooting,0,0,0,2,0
15954,MAS,2004,Swimming,0,0,0,8,0
15955,MAS,2004,Taekwondo,0,0,0,1,0
15956,MAS,2004,Weightlifting,0,0,0,1,0
15957,MAS,2008,Archery,0,0,0,2,0
15958,MAS,2008,Athletics,0,0,0,3,0
15959,MAS,2008,Badminton,0,0,0,4,1
15960,MAS,2008,Cycling,0,0,0,3,0
15961,MAS,2008,Diving,0,0,0,3,0
15962,MAS,2008,Sailing,0,0,0,1,0
15963,MAS,2008,Shooting,0,0,0,2,0
15964,MAS,2008,Swimming,0,0,0,9,0
15965,MAS,2008,Taekwondo,0,0,0,2,0
15966,MAS,2008,Weightlifting,0,0,0,1,0
15967,MAS,2012,Archery,0,0,0,3,0
15968,MAS,2012,Athletics,0,0,0,2,0
15969,MAS,2012,Badminton,0,0,0,3,1
15970,MAS,2012,Cycling,0,0,0,5,0
15971,MAS,2012,Diving,0,1,0,7,0
15972,MAS,2012,Fencing,0,0,0,2,0
15973,MAS,2012,Sailing,0,0,0,1,0
15974,MAS,2012,Shooting,0,0,0,2,0
15975,MAS,2012,Swimming,0,0,0,2,0
15976,MAS,2016,Archery,0,0,0,2,0
15977,MAS,2016,Athletics,0,0,0,2,0
15978,MAS,2016,Badminton,0,0,0,2,3
15979,MAS,2016,Cycling,0,1,0,1,0
15980,MAS,2016,Diving,0,0,0,5,1
15981,MAS,2016,Golf,0,0,0,2,0
15982,MAS,2016,Sailing,0,0,0,2,0
15983,MAS,2016,Shooting,0,0,0,4,0
15984,MAS,2016,Swimming,0,0,0,5,0
15985,MAS,2016,Weightlifting,0,0,0,1,0
15986,MAS,2020,Archery,0,0,0,3,0
15987,MAS,2020,Artistic Gymnastics,0,0,0,12,0
15988,MAS,2020,Athletics,0,0,0,2,0
15989,MAS,2020,Badminton,0,1,0,4,0
15990,MAS,2020,Cycling Track,0,0,0,2,1
15991,MAS,2020,Diving,0,0,0,3,0
15992,MAS,2020,Golf,0,0,0,2,0
15993,MAS,2020,Sailing,0,0,0,3,0
15994,MAS,2020,Shooting,0,0,0,1,0
15995,MAS,2020,Swimming,0,0,0,4,0
15996,MAS,2024,Archery,0,0,0,2,0
15997,MAS,2024,Athletics,0,0,0,1,0
15998,MAS,2024,Badminton,0,2,0,3,0
15999,MAS,2024,Cycling Road,0,0,0,1,0
16000,MAS,2024,Cycling Track,0,0,0,4,0
16001,MAS,2024,Diving,0,0,0,2,0
16002,MAS,2024,Golf,0,0,0,2,0
16003,MAS,2024,Sailing,0,0,0,2,0
16004,MAS,2024,Shooting,0,0,0,1,0
16005,MAS,2024,Swimming,0,0,0,2,0
16006,MAS,2024,Weightlifting,0,0,0,1,0
16007,MAW,1972,Athletics,0,0,0,13,0
16008,MAW,1972,Boxing,0,0,0,3,0
16009,MAW,1972,Cycling,0,0,0,2,0
16010,MAW,1984,Athletics,0,0,0,8,0
16011,MAW,1984,Boxing,0,0,0,6,0
16012,MAW,1984,Cycling,0,0,0,3,0
16013,MAW,1988,Athletics,0,0,0,7,0
16014,MAW,1988,Boxing,0,0,0,7,0
16015,MAW,1988,Cycling,0,0,0,3,0
16016,MAW,1992,Athletics,0,0,0,4,0
16017,MAW,1996,Athletics,0,0,0,2,0
16018,MAW,2000,Athletics,0,0,0,2,0
16019,MAW,2004,Athletics,0,0,0,2,0
16020,MAW,2004,Swimming,0,0,0,2,0
16021,MAW,2008,Athletics,0,0,0,2,0
16022,MAW,2008,Swimming,0,0,0,2,0
16023,MAW,2012,Athletics,0,0,0,2,0
16024,MAW,2012,Swimming,0,0,0,1,0
16025,MAW,2016,Archery,0,0,0,1,0
16026,MAW,2016,Athletics,0,0,0,2,0
16027,MAW,2016,Swimming,0,0,0,2,0
16028,MAW,2020,Archery,0,0,0,1,0
16029,MAW,2020,Athletics,0,0,0,1,0
16030,MAW,2020,Judo,0,0,0,1,0
16031,MAW,2020,Swimming,0,0,0,2,0
16032,MAW,2024,Athletics,0,0,0,1,0
16033,MAW,2024,Swimming,0,0,0,2,0
16034,MDA,1996,Archery,0,0,0,1,0
16035,MDA,1996,Athletics,0,0,0,6,0
16036,MDA,1996,Boxing,0,0,0,2,0
16037,MDA,1996,Canoeing,0,0,0,4,2
16038,MDA,1996,Cycling,0,0,0,3,0
16039,MDA,1996,Judo,0,0,0,2,0
16040,MDA,1996,Shooting,0,0,0,4,0
16041,MDA,1996,Swimming,0,0,0,11,0
